id_document,_id,docs
84,638505365303377920,RT @AlArabiya_Eng: #ISIS destroys part of another temple in #Palmyra
85,638505415819575296,@DouglasWRay Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
86,638505453455020032,@DianeBHoldorf Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
87,638505543703785473,Low temperatures today (August 31)
88,638505469502427136,@DemZavettieri Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
89,638505830774538240,"NEW NEW!!! Jermaine Dupri, Bow Wow - WYA (Where You At?)  via @YouTube"
90,638505515069407232,@DontBeTrashy_ED Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
91,638505891218739200,@ESpurginHussey Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
92,638505488552955904,@DopeyWilko Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
93,638505479732338688,.@DjokerNole &amp; @JimKim_WBG on improving the lives of children around the world:  #ServingECD
94,638506087205879808,"RT @FoxxyGlamKitty: @margaretcho You're the best thing to come into Fashion Police, Margaret! xoxo."
95,638505995350724608,@Ecmoy Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
96,638506069556375552,RT @wusa9: Funeral arrangements set for former Maryland Governor Marvin Mandel.
97,638506040355606528,hey @gracehelbig @tyleroakley thnx for feeding us truffle butter
98,638506008436846596,RT @grahamhancock: Zero traffic on 101 from Mountain View to SF at 4pm. Where’s the petition we can sign to make Burning Man year-round?
99,638505984453931009,"New: DEBRIS IN ROADWAY MO 141 SB @ PAST RIVERPORT RD CENTER LANE CLOSED (St Louis,MO)"
100,638506065089404932,"NEW: Good Samaritan tries to help sheriff's deputy, hits patrol car. #Cheyenne #Wyoming"
101,638505922898325508,RT @wordwhacker: Wes Craven started out as an English professor. Now that's scary.
102,638506092356571136,It's September!
103,638505999427588096,@ET_Febrian Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
104,638505995497537536,@Ellen_Wilson Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
105,638506492774215680,RT @Greenpeace: A great reminder from @iamjohnoliver #ClimateChangeIsReal
106,638506472721281025,#BREAKING Police officer shot in DeKalb County #fox5atl
107,638506379297189888,more devastating news from Syria: U.N. satellite photos confirm destruction of Palmyra's Temple of Bel
108,638506363753119744,I posted a new photo to Facebook
109,638506511971557380,#WestForkFishCreekFir #MT #MTLNF  West Fork Fish Creek Fire: new maps have been uploaded to this incident
110,638506473102774272,Baltimore. ✊.
111,638506496687366145,Now on  Gilmartin gets his wish to stick with Mets  #Mets
112,638506645396541440,@Defishhh Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
113,638506589394235392,Commuting? Larimer County road closures: Sept. 1-7
114,638506563876048896,@EdwynFilm Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
115,638506583127887872,@DidiDoren Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
116,638506564014358529,Watch the #foofighters sing “Happy Birthday” to @davegrohl ’s mom.
117,638506646596112385,"NYC. Hot, humid and Hazy."
118,638506607052255232,5 ways #ClimateChange is transforming Alaska (with CNN video)
119,638506578187026432,@EmilyPirt Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
120,638506575750152192,RT @rbole: #BigBlueLive is great viewing for the family; lots of insights &amp; info.
121,638506676442787840,RT @HillaryClinton: Retweet if you agree.
122,638506586948960256,TROPICAL UPDATE: Here is a look at what we are watching in the tropics. #VIPIReady
123,638506572751069184,Why it suits Hardik Patel to be vague
124,638506645174243329,@Alcedo7 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
125,638506561367867392,@Bby_____K Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
126,638506668247150592,#newx #kswx Warm and breezy for Tuesday with south winds gusting to 30mph and high temps in the mid-80s to mid-90s
127,638506813147627520,RT @dswdserves: DSWD @dinkysunflower challenges the #PantawidPamilya youth to be heroes of their generation @NYCPilipinas @govph
128,638506700111261697,Watch @LittleMix talk on-stage vs. off-stage style presented by @Nordstrom_Rack:
129,638507625252950016,RT @robcrilly: Syria's Palmyra: UN satellite images confirm destruction of famed temple
130,638507455044014081,RT @LVMPD: September is National Preparedness Month. Are you and your family ready in an emergency?   #NatlPrep
131,638507687441895425,"RT @singapolitics: #Fengshan Supporters gather at Rivervale Drive. Charles Chong has fighting chance against incumbent WP MP Lee Li Lian, t…"
132,638507716521132032,RT @wbkotv: The Supreme Court rules against Rowan Co. Clerk Kim Davis. She must issue marriage licenses.  #wbkonews
133,638507689715216384,Travel &amp; Leisure ranks StL the 20th most unfriendly city--in the entire world. Why? Visitors terrified of crime.
134,638507714818277377,Former Mass. Mayor explains using his city email for Ashley Madison website  #ashleymadisonhack
135,638507828454555648,GoPro wants you to make short videos on your action camera
136,638507904912506881,Trump video goes after Bush on immigration
137,638507931609210881,Halya Coynash: A grenade thrown at #Ukraine
138,638507872536670208,Rains continue to rotate through the area. Heavy downpours and lightning can be expected through the next few hours.
139,638507844388716544,"EARLIER: @LukeBryanOnline covers @People magazine, talks big city appeal.  #PeopleCOUNTRY"
140,638507917960986625,Learn how to participate in tomorrow’s 8pm ET #AgChat  at  ......
141,638507973950640128,Do you have book in you? Get started on your #writing with APE: How to Publish a Book.
142,638508485206929408,"#Palmyra: temple of #Baal -before/after.Total destruction of the sanctuary,except entrance door #Syria"
143,638508423986868224,RT @KevinNews3LV: Just missed the medal stand!  You survived the 4th hottest Aug. since weather records have been kept in LV. .@News3LV htt…
144,638508267749163008,525 PM: Significant Weather Advisory for SE Pinal county until 6 PM. ½” hail &amp; 50 mph winds psbl. #azwx
145,638508291417604096,RT @MathMathFractal: @elakdawalla @MarsCuriosity I just 3D printed myself the ISS today :3 With a pendant!
146,638508503724720128,".@potus""infatuated"" with honeybee issues? House Ag. Chairman Conaway said so in #Lubbock today"
147,638508709681823744,good luck today Alan &amp; @OiChutima
148,638508778640539650,#ICYMI: Free online #school tutoring thanks to @Wollongong_City via @973ABCIllawarra  #regional
149,638508820914900992,Framingham man arrested after crash
150,638508535349952512,What the White House thinks about a Kanye West presidential bid In 2020  #abc15
151,638508870114123776,Watching @serenawilliams who just won by default be gracious as always. #grandslam #USOPENTENNIS
152,638509097604747270,RT @jingyngtoday: WP's Sylvia Lim arrives @wpsg
153,638509048510328832,"OK, outta control beard Andrew Luck is pretty funny, @DIRECTV"
154,638509100628750336,Indian's economic growth slows to 7% in April-June quarter from 7.5% in January-March
155,638509081922138116,"Despite political controversy, Mount McKinley renamed Denali. #Random"
156,638508853336780801,#GE2015: Ruling PAP likely to face challenge in all 29 electoral divisions
157,638509072116006912,RT @jingyngtoday: WP's Pritam Singh arrives @wpsg
158,638509051811246081,"Well thanks a lot, Kim Davis! Blogging about you took valuable time away from me being able to stare at Rusev's..."
159,638509112511344640,"Germany expects 800,000 refugees this year and wants neighbors to take their share  | Getty"
160,638509106483982336,Does #FantasticFour star @michaelb4jordan have what it takes? Watch #RunningWild tonight @ 10 on #wave3news!
161,638509120279089153,"Bridge, a new mobile app from @meedan, is working to improve social media translation"
162,638509112033083392,.@ScottWalker’s talk about Canadian border wall immediately draws derision from fellow GOP.
163,638509109013168128,The @WhiteHouse responds to @KanyeWest's 2020 presidential run news:
164,638509321773408256,RT @wswanderersfc: It's game day! Redders can't wait and neither can we #WSW
165,638509336231325696,These could be the next states to legalize marijuana
166,638509161874071552,#GQCityGuide : WHere you need to go in Chicago.
167,638509324118048768,This is cool!
168,638509177372020736,RT @sanctuaries: Watching #BigBlueLive on @PBS? So are we! We'll be livetweeting the East Coast and West Coast broadcasts.
169,638509372067422208,There goes Ortiz again. Five from 500.
170,638509361711726592,Beautiful £20 coin to mark the Queen becoming the longest reigning monarch in British history
171,638509579500941312,RT @WTOPSports: Serena Williams advances to 2nd round after opponent retired due to injury #USOpen2015
172,638509816206331907,.@davidortiz gives the #RedSox a 3-2 lead with a homer over the Monster! #500rtiz
173,638509546126876672,"RT @PhillyPressSec: Mayor Nutter and World Meeting of Families officials will hold media event at 10 a.m. Tues, Mayor's Reception Rm: new e…"
174,638509495002382337,This David de Gea stuff up shows NRL is not the only comp with an imperfect player transfer system
175,638509507014979584,Supreme Court rules against Kentucky clerk who didn't want to issue gay-marriage licenses because of her faith:
176,638509927175090176,"I don't care what Miley puts on, she's young, she's living. She's the bomb right now. - @NeNeLeakes #FashionPolice"
177,638509944564805632,RT @latimes: The busboy who cradled a dying RFK has finally stepped out of the past
178,638509844740227072,"Current Weather:  At 8 a.m. : Air temperature : 26 °C, Relative Humidity : 95 %. During the past hour the mean UV…"
179,638509860233940993,AK Weather: AKZ101: #Anchorage Municipality to Bird Creek
180,638509838561992704,"Last night at the VMAs, Kanye West announced that he wants to run for president in 2020.  And running as his VP is Kanye West."
181,638510028396212225,"Who do you think you are, @grauface?"
182,638509860015869953,So excited we will have @CarlyFiorina on @americanowradio tomorrow!!!
183,638509831976980480,"A conversation with @amyodell on fashion, writing, and how the Internet has changed:"
184,638509861941043200,We are standing by for a news conference with the Opposition leader Bill Shorten. Apparently not too far away. @SkyNewsAust
185,638509892383436800,Apple is reportedly planning to make its own movies and TV shows #tech
186,638509933298761728,"5.5 - OFFSHORE COQUIMBO, CHILE: Date: Wed, 12 Aug 2015 00:14:40 UTCLat/Lon: -31.6968/-71.6227Depth: 30..."
187,638509970791792641,RT @TheJarell: Cheers for @deray for surviving another day with crazies in his mentions.
188,638510187893116928,@FearingTracie Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
189,638510215193886720,@Fernandoseyer Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
190,638510245153628161,High temperatures at Global's network of local weather stations today. #yyc
191,638510112643153920,@FxckHoggard Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
192,638510229764882432,@Faradeee Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
193,638510167026438145,@Faiito Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
194,638510131261624320,@Geogirlie Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
195,638510251122233344,@EtienneJanis Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
196,638510100483735552,"Chinese state broadcaster CCTV attacks Apple, Samsung over 'substandard' smartphone cameras"
197,638510204544491524,@FickesCarli Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
198,638510146163970048,@FebruaryTowers Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
199,638510268276994048,@Fermelabouchee Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
200,638510677741731840,@GemmaBrasil Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
201,638510736956915712,@Ghosh_Nilanjana Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
202,638510707131219972,@FerroniFranco Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
203,638510674642116608,@Gambit_the_Bull Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
204,638510681743065088,@GemmaStylesPal Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
205,638510594761584640,@GWhiskers Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
206,638510632707489792,@FabioGuzzi77 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
207,638510616362119168,10th World Hindi Conference to be organized Bhopal - Doordarshan  #Hindi
208,638510666291085312,"Marshall County's biggest animal neglect case: A trainer and boarder for his own company, SBK Training Ranch, ..."
209,638510674495307777,@Gattino73 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
210,638510679230652416,@GabbieeFitz Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
211,638510800265609216,"RT @LetaHong: Hope @HillaryClinton speaks about women's rights abuses today, as China prepares to co-host UN global women's summit"
212,638510977995173889,RT @TiffanyGlobal: A beautiful but windy day tomorrow as kids head back to school!! #YQR #Sask #BackToSchool
213,638510790589448192,@GaryWeikel Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
214,638511000589836288,"RT @ABC: Pope to US ahead of visit: ""It is very important to meet with you all."" #AudienceWithPope"
215,638511093539803136,@FrFanJames Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
216,638511012245827585,@GemmaAndKrystal Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
217,638511012195471360,RT @wsbtv: #BREAKING: Police officer shot in DeKalb County:
218,638511043032051712,@GiraffeNFriends Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
219,638511064066490368,We could listen to sea lions barking all day. Adorable! #BigBlueLive
220,638511307994628096,RT @ParkerSports: 'It's Kirk's Team.' Do u like the move &amp; do u believe Jay that this WASN'T about RGIII? Let's talk 9pm @NewsChannel8
221,638511358133145600,RT @TPM: BREAKING: U.S. Supreme Court rules against Kentucky anti-Gay marriage clerk
222,638511240864731137,RT @NWSCharlestonSC: Check out these heavy rainfall amounts from yesterday morning through this morning across SE SC/GA! #scwx #gawx
223,638511322318151680,The Supreme Court denied today a Kentucky county clerk's petition to withhold same-sex marriage licenses
224,638511260976447488,@EmmaMec Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
225,638511232887169026,@FeartheFilms Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
226,638511406636253184,"First @chrisschrimpf fundraising email for @JohnKasich? The ""sent from my iPhone"" touch and all ..."
227,638511417474293760,Three cheers! They’re doing an amazing job. #BigBlueLive
228,638511421475557376,RT @BBCWorld: The Afghan Taliban confirm covering up their former leader Mullah Omar's death for more than two years
229,638511412306952196,Cary Fukunaga weighs in on #TrueDetectiveSeason2 (EXCLUSIVE)
230,638511463007567872,Bears secondary gets overhaul as preseason winds down  @ChicagoBears
231,638511501549137921,Folk focus an affirmation - #blacklivesmatter - rather than systemic issues like over policing and criminalization &amp; draconian laws.
232,638511431999066112,"He's still making it rain. @bringerofrain20 triples. 2 score. @bluejays 2, @Indians 1. In the 5th. #GoJaysGo #mlb"
233,638511605915893760,Stories of women's wartime service brought to light in new book launched in #Canberra
234,638512031818190849,"WASHINGTON (AP) - Supreme Court rejects Kentucky gay marriage case, clerk must issue licenses despite religion."
235,638512361716981760,Fayose: 31 workers in trouble over lateness  @vanguardngr.com
236,638512260240003073,RT @N1bama: Sunset tonight in Sulligent! @WTVAmatt @spann @WCBIWEATHER @skypicsdaily @WeatherNation
237,638512357375782913,"Hannah C.'s Review of Handlebar Coffee Roasters - Santa Barbara (4/5) on Yelp: If you're a true coffee lover, this…"
238,638512247447375872,"#Vienna #AustriaOver 40,000 people welcoming refugees.Thank you for your humanity. #Syria"
239,638512363168141312,Warm and windy this week. Forecast at 7PM on #KMYU. Here is today's #almanac: #utwx #slc #utah
240,638512199099633664,RT @britishroyals: Beautiful £20 coin to mark the Queen becoming the longest reigning monarch in British history  htt…
241,638512415349604352,Calgary’s East Village sees first villager call the community home #yyc #yyccc
242,638512391215554560,RT @702sydney: Our very own @rglover702 is the guest on @abcconvos at 11am talking about his new book 'Flesh Wounds'
243,638512494399516672,Forget swimming with dolphins! We're surrounded by sea lions! #BigBlueLive
244,638512485058801664,"What's going on? RSS-BJP to Hold Meet, Prime Minister Narendra Modi May Attend…  Get Leads -&gt;"
245,638512605351383040,$15 minimum wage is under attack on billboard in NYC's Times Square
246,638512463307149312,"My advice to Peter Dutton is if you want better coverage, be a better Government, says Shorten #auspol"
247,638512430419546112,"Man arrested for murder, snatching lawyer’s car in Delta -"
248,638512475218931712,".@twitter should offer ninja editing of sent tweets - one edit, up to 5min, with transparent history."
249,638512758665932800,Bullpen help?
250,638512860998578176,Apple’s former CEO built a very impressive cheap new phone
251,638512886936170496,Wild weather caused traffic headaches this morning
252,638512878547406849,"Pres. Obama renames Mt. McKinley ""Denali"" ahead of Alaska trip."
253,638513657454813184,Moses takes stage.
254,638513614991699968,"#1 on our TOP 100 this week: Drake's Hotline Bling"""
255,638513638651887616,RT @CBSEveningNews: New polls reveal the race for the White House is scrambled once again:
256,638513650970398720,RT @prosumer_report: Foodie’s Travel Guide to World’s Most #Sustainable Restaurants via @triplepundit  #newconsumer h…
257,638513931326214144,@GreenDayPrinces Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
258,638513914511290368,@GraceofWrath Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
259,638513863890223104,@Iam_Isabelle_ Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
260,638513948254449664,@HarrylovesN Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
261,638513864376586240,"Christchurch, Weather :: 8C° Light drizzle: 8C° Light drizzle"
262,638513871850893312,RT @KFCBarstool: Josh Donaldson must haunt the dreams of Yankees fans. Every time they turn around he's bashing another bomb
263,638513786140381184,Things looking hazy? Expect low cloud and fog in a lot of sheltered places in the central and upper NI tonight. ^TA
264,638513880797462528,@ITownshend Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
265,638513897637584896,@HannahFoulsham Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
266,638514015497535488,@GregJohnstone27 Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
267,638513964910034944,@Helobiz06Tini Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
268,638513981884342272,@HaqeeMirul Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
269,638514472575889409,"Now, #militants supported by military loyal to former President #Saleh are shelling residential areas in #Taiz."
270,638514300764733440,@GayatriDii Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
271,638514149694287872,@AzizaaahRaghib Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
272,638514384331927552,It's pretty hard for Kylie Jenner and Tyga to deny their relationship now:
273,638513998623805440,@GordoDevGuy Thanks for helping us save #EndangeredEmoji. Here's your optional donation:
274,638514928341680128,What does it mean to consider running for mayor? Not much.
275,638514938877771776,RT @apec2015ph: APEC senior officials to meet in Cebu for workshop on secure travel:  #APEC2015
276,638514833122533376,"RT @KatePeople: ""Ashley and I have really nice, easy conversation..."" —Jared.""Ugh. Blech."" —Jacklyn, aka The Best.@BachParadise"
277,638514794111324161,We’ll be live-tweeting @tocsg from nine nomination centres today. Here’s the page for consolidated tweets:  #GE2015
278,638514768618258432,GALLERY: Some of the action in pics from our win over the @NRLKnights -  #proudtobeabulldog
279,638514962202279936,RT @APEC: Are you passionate about #tech &amp; #innovation? Join #APEC Video Contest now!
280,638515105563570176,RT @FilmFoodieOzzy: So happy we stumbled upon this remarkable show #BigBlueLive tonight! Sometimes we forget how many beautiful creatures i…
281,638515651531964416,Is Summer over? Check out Inland NW Weather blog.
282,638515953651838976,@Hector_Mallet Thanks for donating 8  11  64 . Please keep tweeting #EndangeredEmoji.
283,638516092462350336,"RT @politico: Germany expects 800,000 refugees this year and wants neighbors to take their share  | Getty"
284,638515918096740352,A dramatic tale of Syrian refugees plotting each move until they make it to Hungary
285,638515920755777536,Laying eggs of just the right hue  #Nigeria #News
286,638516315779526656,"Rainbow. Limon,Colorado"
287,638516149190156288,RT @MateoGenaro: Can @margaretcho PLEASE PLEASE be a regular on #FashionPolice Love her on here! She will say what everyone is too scared t…
288,638516243188842496,RT @tomdanger:  [Audio] Ron Browz - El Chapo
289,638516313258913792,"Current Conditions : 69.8F / 21.0C, Partly Cloudy - 2:58 AM SAST Sep. 1: Temperature: 69.8°F… @Durban_KZN @SA_SEO"
290,638516295076450304,President Mamnoon Hussain to attend China's military #parade in respect of #WWII
291,638516238453481472,All showers have dissipated; patchy fog is a concern overnight away from the bay and metro. #dcwx #vawx #mdwx #wvwx
292,638516137702068225,RT @jasongay: Rafa is dressed for disco paintball.
293,638516324478484480,RT @RefDemo: Remind me who told us months ago that @HillaryClinton server and @ClintonFdn schemes intertwined.  Hint:…
294,638516284192354304,RT @SDoGoing: What's going on? How a City's Business Culture Helps Mold Its Startup Scene -…  Get Found -&gt;
295,638516384331206656,Debbie F.'s Review of Tydes Restaurant &amp; Bar - Santa Barbara (5/5) on Yelp: What a great view of the Pacific Ocean.…
296,638516398831108096,STATE OF EMERGENCY: Rivers Police arrest 214 robbery suspects  @vanguardngr.com
297,638516389335183360,The summer of 2015 belonged to Donald Trump:
298,638516389867819009,"RT @WxTrackerDaryl: Rainbow. Limon,Colorado"
